,formatted_block,geo_code,district,link,block,compartment_amount,orientation,area,floor,metro_location,metro_location_distance,price,sublet
3189,昌平区保利罗兰香谷,"116.267533,40.117161",昌平区,www.ziroom.com/x/772569289.html,保利罗兰香谷,4,南,21.6,9/18,,昌平沙河,2290,False
3190,昌平区天通西苑一区,"116.408824,40.065221",昌平区,www.ziroom.com/x/639034544.html,天通西苑一区,4,西,8.0,10/13,天通苑南站,481,2290,False
3191,昌平区南环里,"116.236389,40.213818",昌平区,www.ziroom.com/x/747910531.html,南环里,3,南,9.5,6/6,昌平站,1173,1960,False
3192,昌平区宏福苑,"116.366964,40.113499",昌平区,www.ziroom.com/x/713380180.html,宏福苑,3,南,18.86,5/7,,昌平北七家,2070,False
3193,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/762902948.html,天通苑东一区,4,南,13.79,6/7,天通苑南站,1844,2330,False
3194,昌平区北街家园六区,"116.259137,40.158799",昌平区,www.ziroom.com/x/787882679.html,北街家园六区,3,东,20.9,16/18,沙河高教园站,2984,2290,True
3195,昌平区龙锦苑东一区,"116.368267,40.088978",昌平区,www.ziroom.com/x/755653265.html,龙锦苑东一区,3,北,10.9,5/6,回龙观东大街站,1118,2290,False
3196,昌平区龙锦苑东一区,"116.368267,40.088978",昌平区,www.ziroom.com/x/786058109.html,龙锦苑东一区,4,北,10.9,5/6,回龙观东大街站,1118,2190,False
3197,昌平区金隅观澜时代,"116.259840,40.208916",昌平区,www.ziroom.com/x/731157370.html,金隅观澜时代,3,南,10.5,18/21,昌平东关站,1646,2230,False
3198,昌平区西环里,"116.223274,40.228244",昌平区,www.ziroom.com/x/766134988.html,西环里,2,北,12.0,2/5,昌平站,1568,1790,False
3199,昌平区龙锦苑东二区,"116.368241,40.086032",昌平区,www.ziroom.com/x/764481623.html,龙锦苑东二区,4,北,10.9,6/6,回龙观东大街站,843,2290,False
3200,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/768082748.html,流星花园三区,3,北,9.8,3/6,育知路站,822,2430,True
3201,昌平区天通苑北一区,"116.417713,40.076687",昌平区,www.ziroom.com/x/766669167.html,天通苑北一区,3,南,7.2,16/29,天通苑站,661,2460,False
3202,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/727405604.html,流星花园三区,4,北,10.2,7/11,育知路站,822,2360,True
3203,昌平区北京风景,"116.290928,40.215006",昌平区,www.ziroom.com/x/807135359.html,北京风景,3,北,9.3,1/6,南邵站,745,1830,False
3204,昌平区国仕汇,"116.314028,40.080141",昌平区,www.ziroom.com/x/807854931.html,国仕汇,3,南,10.4,5/12,龙泽站,1626,2490,False
3205,昌平区天通苑北二区,"116.424993,40.076844",昌平区,www.ziroom.com/x/757491706.html,天通苑北二区,4,南,11.9,15/17,天通苑站,1640,2290,False
3206,昌平区西环里,"116.223274,40.228244",昌平区,www.ziroom.com/x/743748940.html,西环里,3,南,11.9,3/6,昌平站,1568,1690,False
3207,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/807853881.html,霍家营,3,东南,12.7,5/18,回龙观东大街站,1987,2360,False
3208,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/733048579.html,流星花园三区,4,北,10.1,3/6,育知路站,822,2360,False
3209,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/715030344.html,霍家营,3,南,12.68,18/18,回龙观东大街站,1987,2430,False
3210,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/784034204.html,紫金新干线,3,北,12.22,2/6,回龙观东大街站,1533,2490,False
3211,昌平区恒大幸福家园,"116.299657,40.153276",昌平区,www.ziroom.com/x/807932477.html,恒大幸福家园,3,南,10.15,5/24,沙河高教园站,2100,1990,False
3212,昌平区天通苑北二区,"116.424993,40.076844",昌平区,www.ziroom.com/x/628207124.html,天通苑北二区,3,西,13.5,5/7,天通苑站,1640,2490,False
3213,昌平区京科苑,"116.247943,40.210407",昌平区,www.ziroom.com/x/753538665.html,京科苑,3,南,14.9,4/5,昌平东关站,2244,2060,False
3214,昌平区龙锦苑东一区,"116.368267,40.088978",昌平区,www.ziroom.com/x/695797742.html,龙锦苑东一区,3,北,10.74,5/6,回龙观东大街站,1118,2390,True
3215,昌平区水关新村,"116.243042,40.209933",昌平区,www.ziroom.com/x/735310231.html,水关新村,4,南,13.0,4/4,昌平站,1575,1730,False
3216,昌平区天通西苑二区,"116.409433,40.072248",昌平区,www.ziroom.com/x/763795639.html,天通西苑二区,2,东,7.8,8/33,天通苑站,578,2490,False
3217,昌平区流星花园二区,"116.336281,40.087580",昌平区,www.ziroom.com/x/738393861.html,流星花园二区,3,北,11.5,2/6,育知路站,1224,2370,False
3218,昌平区风雅园一区,"116.322663,40.085217",昌平区,www.ziroom.com/x/791489236.html,风雅园一区,4,东,9.6,5/6,育知路站,700,2390,False
3219,昌平区风雅园一区,"116.322663,40.085217",昌平区,www.ziroom.com/x/759232177.html,风雅园一区,4,东,9.6,3/6,育知路站,700,2190,False
3220,昌平区天通苑北二区,"116.424993,40.076844",昌平区,www.ziroom.com/x/792827642.html,天通苑北二区,3,南,11.8,10/13,天通苑站,1640,2490,False
3221,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/541122200.html,天通苑东三区,5,南,15.0,4/7,天通苑站,2075,2390,False
3222,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/738712118.html,流星花园三区,4,北,10.0,2/6,育知路站,822,2360,False
3223,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/725728668.html,流星花园三区,4,北,10.0,4/6,育知路站,822,2430,False
3224,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/725552904.html,流星花园三区,4,北,10.0,2/6,育知路站,822,2290,False
3225,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/721885916.html,流星花园三区,4,北,10.0,3/11,育知路站,822,2370,False
3226,昌平区京科苑,"116.247943,40.210407",昌平区,www.ziroom.com/x/740662206.html,京科苑,3,南,14.0,4/6,昌平东关站,2244,2160,False
3227,昌平区和平家园小区,"116.228909,40.224869",昌平区,www.ziroom.com/x/751565200.html,和平家园小区,3,东,10.5,6/6,昌平站,995,1790,False
3228,昌平区朱辛庄南区,"116.309386,40.098537",昌平区,www.ziroom.com/x/765997345.html,朱辛庄南区,4,北,10.6,6/6,朱辛庄站,897,2260,False
3229,昌平区润杰经典创新园,"116.239233,40.210752",昌平区,www.ziroom.com/x/755833491.html,润杰经典创新园,3,南,12.6,1/6,昌平站,1617,1760,False
3230,昌平区北街家园一区,"116.265985,40.163425",昌平区,www.ziroom.com/x/775452517.html,北街家园一区,3,南,13.1,1/8,沙河高教园站,1988,2130,False
3231,昌平区龙跃苑一区,"116.352412,40.077553",昌平区,www.ziroom.com/x/775344459.html,龙跃苑一区,3,北,10.4,2/6,霍营站,1170,2490,False
3232,昌平区领秀慧谷D2区,"116.300397,40.100028",昌平区,www.ziroom.com/x/807058639.html,领秀慧谷D2区,3,北,10.6,12/13,生命科学园站,1497,2390,False
3233,昌平区天通苑北二区,"116.424993,40.076844",昌平区,www.ziroom.com/x/749722491.html,天通苑北二区,4,北,13.7,11/13,天通苑站,1640,2490,False
3234,昌平区嘉诚花园一期,"116.405757,40.043196",昌平区,www.ziroom.com/x/733246071.html,嘉诚花园一期,4,北,13.45,6/6,立水桥站,1387,2290,False
3235,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/751914497.html,豆各庄小区,5,南,10.43,4/5,朱辛庄站,1371,2130,False
3236,昌平区天通苑东二区,"116.423399,40.072620",昌平区,www.ziroom.com/x/637761375.html,天通苑东二区,6,东,23.15,6/7,天通苑南站,2386,2460,False
3237,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/729036174.html,天通苑东一区,3,南,13.0,6/7,天通苑南站,1844,2430,False
3238,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/753278414.html,天通苑东一区,3,南,13.0,2/7,天通苑南站,1844,2290,False
3239,昌平区新悦家园,"116.229464,40.211380",昌平区,www.ziroom.com/x/736847778.html,新悦家园,3,南,10.8,4/6,昌平站,1564,2030,False
3240,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/715040820.html,霍家营,3,南,11.6,2/18,回龙观东大街站,1987,2490,False
3241,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/740427272.html,流星花园三区,3,北,9.0,2/6,育知路站,822,2430,False
3242,昌平区新悦家园,"116.229464,40.211380",昌平区,www.ziroom.com/x/741849195.html,新悦家园,3,北,12.0,3/24,昌平站,1564,2030,True
3243,昌平区龙锦苑东一区,"116.368267,40.088978",昌平区,www.ziroom.com/x/748586233.html,龙锦苑东一区,4,北,10.9,2/6,回龙观东大街站,1118,2360,False
3244,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/735273565.html,天通苑东三区,5,南,14.8,6/7,天通苑站,2075,2360,False
3245,昌平区龙锦苑东一区,"116.368267,40.088978",昌平区,www.ziroom.com/x/750186054.html,龙锦苑东一区,4,北,10.9,2/6,回龙观东大街站,1118,2190,False
3246,昌平区云趣园一区,"116.328651,40.086584",昌平区,www.ziroom.com/x/727065328.html,云趣园一区,4,东,9.0,6/6,育知路站,437,2230,True
3247,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/715920125.html,豆各庄小区,5,北,12.8,4/5,朱辛庄站,1371,2090,False
3248,昌平区京科苑,"116.247943,40.210407",昌平区,www.ziroom.com/x/716350999.html,京科苑,3,南,13.8,4/6,昌平东关站,2244,1960,True
3249,昌平区天通苑北一区,"116.417713,40.076687",昌平区,www.ziroom.com/x/727910780.html,天通苑北一区,4,南,7.2,9/29,天通苑站,661,2430,False
3250,昌平区领秀慧谷C区,"116.304194,40.100129",昌平区,www.ziroom.com/x/714771160.html,领秀慧谷C区,4,南,10.9,1/11,生命科学园站,1400,2360,False
3251,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/807213682.html,天通苑东三区,6,西,16.4,18/19,天通苑站,2075,2430,True
3252,昌平区恒大幸福家园,"116.299657,40.153276",昌平区,www.ziroom.com/x/717677765.html,恒大幸福家园,3,南,12.0,2/23,沙河高教园站,2100,1990,False
3253,昌平区建明里小区,"116.223363,40.222358",昌平区,www.ziroom.com/x/767926481.html,建明里小区,5,南,9.2,6/7,昌平站,1078,1760,False
3254,昌平区世涛天朗,"116.255381,40.208931",昌平区,www.ziroom.com/x/721051716.html,世涛天朗,3,南,12.9,1/6,昌平东关站,1795,1890,False
3255,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/807911617.html,龙锦苑东五区,3,北,10.9,5/6,回龙观东大街站,1470,2290,False
3256,昌平区龙锦苑东一区,"116.368267,40.088978",昌平区,www.ziroom.com/x/730462074.html,龙锦苑东一区,3,北,11.2,6/6,回龙观东大街站,1118,2260,False
3257,昌平区天通苑北一区,"116.417713,40.076687",昌平区,www.ziroom.com/x/763635104.html,天通苑北一区,4,南,7.1,10/29,天通苑站,661,2360,False
3258,昌平区金隅万科城一期,"116.237156,40.210956",昌平区,www.ziroom.com/x/769070208.html,金隅万科城一期,2,东,9.3,2/28,昌平站,1246,2230,False
3259,昌平区天通西苑三区,"116.409424,40.077062",昌平区,www.ziroom.com/x/762575379.html,天通西苑三区,4,东,6.8,7/32,天通苑站,324,2330,False
3260,昌平区北京风景,"116.290928,40.215006",昌平区,www.ziroom.com/x/755885289.html,北京风景,4,北,9.2,1/8,南邵站,745,1790,False
3261,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/543295802.html,北店嘉园,5,北,12.1,6/6,育知路站,1095,2390,False
3262,昌平区龙禧苑一区,"116.333791,40.087054",昌平区,www.ziroom.com/x/795079012.html,龙禧苑一区,6,北,9.4,6/7,育知路站,638,2190,False
3263,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/754611194.html,豆各庄小区,3,北,11.8,3/5,朱辛庄站,1371,2130,False
3264,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/742077048.html,豆各庄小区,3,北,11.8,2/5,朱辛庄站,1371,1990,False
3265,昌平区合立方,"116.410270,40.057145",昌平区,www.ziroom.com/x/755229569.html,合立方,4,北,9.7,2/11,立水桥站,988,2290,False
3266,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/619167325.html,流星花园三区,4,北,9.6,5/11,育知路站,822,2460,False
3267,昌平区龙回苑,"116.345285,40.088068",昌平区,www.ziroom.com/x/730106763.html,龙回苑,4,北,9.5,2/7,平西府站,823,2090,False
3268,昌平区龙跃苑三区,"116.352470,40.073319",昌平区,www.ziroom.com/x/782492583.html,龙跃苑三区,4,北,9.64,1/6,霍营站,771,2290,False
3269,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/727218394.html,紫金新干线,3,北,12.1,3/6,回龙观东大街站,1533,2490,False
3270,昌平区天通苑北三区,"116.433144,40.076888",昌平区,www.ziroom.com/x/635633777.html,天通苑北三区,3,北,13.5,5/7,天通苑站,1712,2390,False
3271,昌平区北京风景,"116.290928,40.215006",昌平区,www.ziroom.com/x/731581745.html,北京风景,4,北,9.1,1/6,南邵站,745,1860,False
3272,昌平区龙华园,"116.328082,40.077308",昌平区,www.ziroom.com/x/764899790.html,龙华园,4,东,10.4,5/7,龙泽站,1071,2360,False
3273,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/719282436.html,豆各庄小区,6,南,10.1,4/5,朱辛庄站,1371,2430,False
3274,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/714232907.html,天通苑东一区,4,西,15.1,16/32,天通苑南站,1844,2160,False
3275,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/750911323.html,豆各庄小区,5,北,12.5,4/5,朱辛庄站,1371,2090,False
3276,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/763417145.html,豆各庄小区,5,北,12.5,4/5,朱辛庄站,1371,1930,False
3277,昌平区天通苑东二区,"116.423399,40.072620",昌平区,www.ziroom.com/x/796978563.html,天通苑东二区,2,南,15.6,1/7,天通苑南站,2386,2490,False
3278,昌平区名佳花园三区,"116.418632,40.106372",昌平区,www.ziroom.com/x/767245638.html,名佳花园三区,4,南,22.84,1/4,,昌平天通苑,2260,False
3279,昌平区龙兴园北区,"116.302526,40.077411",昌平区,www.ziroom.com/x/750267049.html,龙兴园北区,3,南,12.15,3/6,龙泽站,1982,2490,False
3280,昌平区新康园,"116.351214,40.065468",昌平区,www.ziroom.com/x/751023067.html,新康园,4,东,9.2,22/32,育新站,871,2460,False
3281,昌平区花雨汀,"116.236034,40.195967",昌平区,www.ziroom.com/x/766635120.html,花雨汀,3,南,17.0,6/6,,昌平南邵,1960,False
3282,昌平区金隅万科城二期,"116.237001,40.212249",昌平区,www.ziroom.com/x/744543079.html,金隅万科城二期,3,西,12.0,5/7,昌平站,1590,2030,False
3283,昌平区龙锦苑东四区,"116.374574,40.083395",昌平区,www.ziroom.com/x/714022029.html,龙锦苑东四区,4,北,11.0,2/6,回龙观东大街站,1163,1990,False
3284,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/646340560.html,紫金新干线,4,北,12.4,5/6,回龙观东大街站,1533,2330,False
3285,昌平区龙锦苑六区,"116.346265,40.081882",昌平区,www.ziroom.com/x/689029109.html,龙锦苑六区,3,北,10.0,2/6,平西府站,1017,2360,False
3286,昌平区龙跃苑东二区,"116.356490,40.076755",昌平区,www.ziroom.com/x/715312226.html,龙跃苑东二区,3,北,9.0,1/6,霍营站,705,2430,False
3287,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/728916864.html,天通苑东三区,3,南,13.6,5/7,天通苑站,2075,2360,False
3288,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/742763032.html,天通苑东三区,5,南,14.0,6/7,天通苑站,2075,2330,False
3289,昌平区南环里,"116.236389,40.213818",昌平区,www.ziroom.com/x/795980142.html,南环里,3,北,10.3,6/6,昌平站,1173,1690,False
3290,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/777204240.html,北店嘉园,4,北,10.2,5/6,育知路站,1095,2360,False
3291,昌平区名流花园,"116.430519,40.101980",昌平区,www.ziroom.com/x/652626645.html,名流花园,7,南,18.8,3/4,,昌平天通苑,2370,False
3292,昌平区北京风景,"116.290928,40.215006",昌平区,www.ziroom.com/x/722115127.html,北京风景,5,西,9.3,10/10,南邵站,745,1830,False
3293,昌平区云趣园二区,"116.330906,40.083936",昌平区,www.ziroom.com/x/786852442.html,云趣园二区,4,北,10.2,4/6,育知路站,1030,2360,True
3294,昌平区东关南里小区,"116.247923,40.214678",昌平区,www.ziroom.com/x/746407322.html,东关南里小区,3,南,13.1,1/6,昌平东关站,1798,1830,False
3295,昌平区流星花园二区,"116.336281,40.087580",昌平区,www.ziroom.com/x/807672686.html,流星花园二区,3,南,8.7,5/6,育知路站,1224,2290,True
3296,昌平区金隅万科城二期,"116.237001,40.212249",昌平区,www.ziroom.com/x/746116710.html,金隅万科城二期,3,东,11.4,23/28,昌平站,1590,2030,False
3297,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/793451643.html,龙锦苑东五区,3,北,10.9,5/6,回龙观东大街站,1470,2460,False
3298,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/747752324.html,龙锦苑东五区,3,北,10.9,5/6,回龙观东大街站,1470,2370,False
3299,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/773731931.html,龙锦苑东五区,3,北,11.25,3/6,回龙观东大街站,1470,2290,False
3300,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/807091777.html,北店嘉园,6,北,11.7,6/6,育知路站,1095,2290,False
3301,昌平区龙锦苑东一区,"116.368267,40.088978",昌平区,www.ziroom.com/x/751122201.html,龙锦苑东一区,3,东,10.7,1/6,回龙观东大街站,1118,2460,False
3302,昌平区天鑫家园,"116.375333,40.080599",昌平区,www.ziroom.com/x/617962949.html,天鑫家园,3,西,10.2,3/7,回龙观东大街站,1108,2330,False
3303,昌平区矩阵一期,"116.355299,40.082220",昌平区,www.ziroom.com/x/791823304.html,矩阵一期,3,北,7.8,6/6,回龙观东大街站,656,2190,False
3304,昌平区京科苑,"116.247943,40.210407",昌平区,www.ziroom.com/x/738757611.html,京科苑,2,南,12.8,4/6,昌平东关站,2244,2390,False
3305,昌平区天通苑东二区,"116.423399,40.072620",昌平区,www.ziroom.com/x/637767357.html,天通苑东二区,6,东,16.5,6/7,天通苑南站,2386,2430,False
3306,昌平区昌盛园三区,"116.255422,40.209159",昌平区,www.ziroom.com/x/736684042.html,昌盛园三区,3,南,11.0,2/6,昌平东关站,1648,1730,False
3307,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/793395286.html,龙锦苑东五区,3,北,10.8,4/6,回龙观东大街站,1470,2390,False
3308,昌平区恒大幸福家园,"116.299657,40.153276",昌平区,www.ziroom.com/x/722953595.html,恒大幸福家园,4,南,11.8,5/24,沙河高教园站,2100,2490,False
3309,昌平区天通苑北三区,"116.433144,40.076888",昌平区,www.ziroom.com/x/777560036.html,天通苑北三区,3,北,13.5,1/6,天通苑站,1712,2360,False
3310,昌平区龙跃苑二区,"116.346983,40.077981",昌平区,www.ziroom.com/x/699050953.html,龙跃苑二区,6,北,14.7,5/6,霍营站,1874,2490,False
3311,昌平区天通苑北一区,"116.417713,40.076687",昌平区,www.ziroom.com/x/794756196.html,天通苑北一区,7,北,7.8,6/7,天通苑站,661,2430,False
3312,昌平区云趣园三区,"116.330329,40.080922",昌平区,www.ziroom.com/x/777034490.html,云趣园三区,3,南,9.3,2/6,育知路站,1386,2390,True
3313,昌平区龙腾苑二区,"116.336972,40.077523",昌平区,www.ziroom.com/x/762063704.html,龙腾苑二区,3,北,9.6,3/6,回龙观站,987,2490,False
3314,昌平区新悦家园,"116.229464,40.211380",昌平区,www.ziroom.com/x/746300040.html,新悦家园,3,北,11.7,5/6,昌平站,1564,1860,False
3315,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/807267435.html,北店嘉园,6,北,10.8,6/6,育知路站,1095,2390,False
3316,昌平区佰嘉城,"116.311840,40.082650",昌平区,www.ziroom.com/x/807098623.html,佰嘉城,3,北,11.8,7/9,龙泽站,1552,2490,False
3317,昌平区国仕汇,"116.314028,40.080141",昌平区,www.ziroom.com/x/582636040.html,国仕汇,3,北,11.8,8/16,龙泽站,1626,2490,False
3318,昌平区天通苑本二区,"116.422634,40.062528",昌平区,www.ziroom.com/x/612298992.html,天通苑本二区,3,东,11.9,5/6,天通苑南站,1429,2230,False
3319,昌平区天通苑北三区,"116.433144,40.076888",昌平区,www.ziroom.com/x/717579795.html,天通苑北三区,4,北,13.0,4/7,天通苑站,1712,2260,False
3320,昌平区蓝天园,"116.597469,40.041963",昌平区,www.ziroom.com/x/763580493.html,蓝天园,3,东,9.8,5/6,霍营站,985,2290,False
3321,昌平区天通苑本一区,"116.419385,40.063277",昌平区,www.ziroom.com/x/730265552.html,天通苑本一区,6,北,11.38,5/6,天通苑南站,1161,2290,False
3322,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/638862063.html,龙锦苑东五区,4,北,11.44,2/6,回龙观东大街站,1470,2370,False
3323,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/521197515.html,紫金新干线,4,北,11.97,4/10,回龙观东大街站,1533,2330,False
3324,昌平区龙跃苑东二区,"116.356490,40.076755",昌平区,www.ziroom.com/x/765421941.html,龙跃苑东二区,4,北,9.0,6/6,霍营站,705,2390,False
3325,昌平区清秀园南区,"116.243207,40.215240",昌平区,www.ziroom.com/x/770618425.html,清秀园南区,3,北,11.7,6/7,昌平站,1621,1730,False
3326,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/753190338.html,天通苑中苑,6,北,9.7,9/12,天通苑南站,1117,2330,False
3327,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/751075932.html,天通苑东三区,3,西,14.8,14/19,天通苑站,2075,2360,False
3328,昌平区天通西苑一区,"116.408824,40.065221",昌平区,www.ziroom.com/x/713091120.html,天通西苑一区,4,西,7.5,6/13,天通苑南站,481,2370,True
3329,昌平区领秀慧谷D2区,"116.300397,40.100028",昌平区,www.ziroom.com/x/775296056.html,领秀慧谷D2区,3,北,10.0,10/11,生命科学园站,1497,2390,False
3330,昌平区名流花园,"116.430519,40.101980",昌平区,www.ziroom.com/x/714511006.html,名流花园,5,南,20.0,5/7,,昌平天通苑,2260,False
3331,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/717499576.html,天通苑中苑,2,东,8.0,5/7,天通苑南站,1117,2460,False
3332,昌平区随园小区,"116.266781,40.230542",昌平区,www.ziroom.com/x/747569285.html,随园小区,4,北,10.7,7/8,昌平东关站,1272,1590,False
3333,昌平区名流花园,"116.430519,40.101980",昌平区,www.ziroom.com/x/652606705.html,名流花园,7,南,19.14,3/4,,昌平天通苑,2370,False
3334,昌平区华龙苑中里,"116.369551,40.078382",昌平区,www.ziroom.com/x/768336500.html,华龙苑中里,3,北,8.8,2/6,回龙观东大街站,750,2260,False
3335,昌平区龙跃苑一区,"116.352412,40.077553",昌平区,www.ziroom.com/x/725621289.html,龙跃苑一区,3,北,11.03,6/6,霍营站,1170,2390,False
3336,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/791881795.html,龙锦苑东五区,3,北,10.9,5/6,回龙观东大街站,1470,2390,False
3337,昌平区流星花园三区,"116.339810,40.091344",昌平区,www.ziroom.com/x/726532313.html,流星花园三区,4,北,8.9,4/6,育知路站,822,2290,False
3338,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/746727228.html,天通苑东三区,5,北,15.5,6/7,天通苑站,2075,2370,False
3339,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/715333469.html,北店嘉园,4,北,10.1,5/6,育知路站,1095,2290,False
3340,昌平区龙锦苑六区,"116.346265,40.081882",昌平区,www.ziroom.com/x/737162834.html,龙锦苑六区,4,北,9.8,5/6,平西府站,1017,2190,False
3341,昌平区北京风景,"116.290928,40.215006",昌平区,www.ziroom.com/x/757230485.html,北京风景,5,西,8.8,10/10,南邵站,745,1930,False
3342,昌平区世涛天朗,"116.255381,40.208931",昌平区,www.ziroom.com/x/721050455.html,世涛天朗,3,南,11.2,1/6,昌平东关站,1795,1790,True
3343,昌平区华龙苑中里,"116.369551,40.078382",昌平区,www.ziroom.com/x/750422540.html,华龙苑中里,3,北,8.7,2/6,回龙观东大街站,750,2190,False
3344,昌平区龙跃苑二区,"116.346983,40.077981",昌平区,www.ziroom.com/x/792541298.html,龙跃苑二区,6,北,13.62,5/6,霍营站,1874,2390,False
3345,昌平区龙禧苑一区,"116.333791,40.087054",昌平区,www.ziroom.com/x/629755465.html,龙禧苑一区,3,北,8.6,1/7,育知路站,638,2360,False
3346,昌平区紫金新干线二期,"116.379137,40.078385",昌平区,www.ziroom.com/x/690956310.html,紫金新干线二期,4,北,12.65,8/10,回龙观东大街站,1806,2490,False
3347,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/743131923.html,豆各庄小区,3,北,11.8,1/5,朱辛庄站,1371,2060,False
3348,昌平区随园小区,"116.266781,40.230542",昌平区,www.ziroom.com/x/716923493.html,随园小区,3,北,10.1,9/11,昌平东关站,1272,1590,False
3349,昌平区龙博苑三区,"116.344759,40.066946",昌平区,www.ziroom.com/x/764009427.html,龙博苑三区,3,北,8.2,6/6,育新站,881,2390,False
3350,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/530038788.html,紫金新干线,4,北,12.5,1/10,回龙观东大街站,1533,2330,False
3351,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/741842017.html,天通苑东一区,4,东,13.9,18/33,天通苑南站,1844,2460,False
3352,昌平区龙跃苑四区,"116.347579,40.073376",昌平区,www.ziroom.com/x/764312067.html,龙跃苑四区,3,北,10.1,2/6,霍营站,1269,2490,False
3353,昌平区朱辛庄南区,"116.309386,40.098537",昌平区,www.ziroom.com/x/751938747.html,朱辛庄南区,4,北,8.55,3/6,朱辛庄站,897,2230,False
3354,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/773186500.html,龙锦苑东五区,4,北,10.7,3/6,回龙观东大街站,1470,2290,False
3355,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/775090028.html,龙锦苑东五区,4,北,10.7,3/6,回龙观东大街站,1470,2130,False
3356,昌平区金隅万科城二期,"116.237001,40.212249",昌平区,www.ziroom.com/x/751832629.html,金隅万科城二期,4,北,11.6,25/28,昌平站,1590,1890,False
3357,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/410099798.html,天通苑东一区,4,南,12.2,2/17,天通苑南站,1844,2330,False
3358,昌平区金隅万科城二期,"116.237001,40.212249",昌平区,www.ziroom.com/x/738078902.html,金隅万科城二期,4,北,11.6,22/28,昌平站,1590,2030,False
3359,昌平区天露园一区,"116.315783,40.084550",昌平区,www.ziroom.com/x/755033241.html,天露园一区,3,北,9.8,4/6,育知路站,1233,2490,False
