,formatted_block,geo_code,district,link,block,compartment_amount,orientation,area,floor,metro_location,metro_location_distance,price,sublet
3360,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/715335506.html,霍家营,3,西,12.85,12/18,回龙观东大街站,1987,2290,False
3361,昌平区龙腾苑二区,"116.336972,40.077523",昌平区,www.ziroom.com/x/752096178.html,龙腾苑二区,4,北,9.5,4/5,回龙观站,987,2290,False
3362,昌平区云趣园三区,"116.330329,40.080922",昌平区,www.ziroom.com/x/788137983.html,云趣园三区,3,南,10.0,6/6,育知路站,1386,2360,True
3363,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/644361515.html,龙锦苑东五区,3,北,11.0,2/6,回龙观东大街站,1470,2390,False
3364,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/794919738.html,龙锦苑东五区,3,北,11.0,4/6,回龙观东大街站,1470,2390,False
3365,昌平区龙冠冠华苑,"116.406920,40.118068",昌平区,www.ziroom.com/x/759049914.html,龙冠冠华苑,3,北,17.0,5/18,,昌平天通苑,1990,False
3366,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/753334286.html,龙锦苑东五区,3,北,11.0,2/6,回龙观东大街站,1470,2460,False
3367,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/766440344.html,豆各庄小区,7,北,11.6,4/5,朱辛庄站,1371,1990,False
3368,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/737316385.html,天通苑东三区,5,北,14.8,6/7,天通苑站,2075,2260,False
3369,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/712270597.html,龙锦苑东五区,3,北,10.99,3/6,回龙观东大街站,1470,2260,False
3370,昌平区佰嘉城,"116.311840,40.082650",昌平区,www.ziroom.com/x/740016865.html,佰嘉城,4,北,11.7,4/9,龙泽站,1552,2490,False
3371,昌平区龙锦苑六区,"116.346265,40.081882",昌平区,www.ziroom.com/x/713944914.html,龙锦苑六区,3,北,9.1,3/6,平西府站,1017,2490,False
3372,昌平区名流花园,"116.430519,40.101980",昌平区,www.ziroom.com/x/741738421.html,名流花园,5,南,23.2,5/6,,昌平天通苑,2330,False
3373,昌平区龙博苑二区,"116.342215,40.069093",昌平区,www.ziroom.com/x/765260727.html,龙博苑二区,3,北,8.2,2/6,回龙观站,856,2460,False
3374,昌平区云趣园二区,"116.330906,40.083936",昌平区,www.ziroom.com/x/795735120.html,云趣园二区,3,北,9.4,3/7,育知路站,1030,2160,False
3375,昌平区天通苑本四区,"116.425170,40.062613",昌平区,www.ziroom.com/x/807166509.html,天通苑本四区,6,北,12.5,3/6,天通苑南站,1515,2360,False
3376,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/762763947.html,龙锦苑东五区,3,北,10.92,4/6,回龙观东大街站,1470,2290,False
3377,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/721124272.html,天通苑东三区,5,南,13.5,6/7,天通苑站,2075,2330,False
3378,昌平区清秀园南区,"116.243207,40.215240",昌平区,www.ziroom.com/x/758489448.html,清秀园南区,3,北,12.0,3/6,昌平站,1621,1890,False
3379,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/728866812.html,龙锦苑东五区,3,北,10.89,3/6,回龙观东大街站,1470,2190,False
3380,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/711885216.html,天通苑东三区,3,北,14.3,3/7,天通苑站,2075,2360,False
3381,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/725388489.html,天通苑东三区,5,北,15.1,6/7,天通苑站,2075,2330,False
3382,昌平区冠庭园,"116.318027,40.077000",昌平区,www.ziroom.com/x/736275284.html,冠庭园,3,北,8.7,2/7,龙泽站,1012,2490,False
3383,昌平区领秀慧谷A区,"116.302361,40.097043",昌平区,www.ziroom.com/x/767282498.html,领秀慧谷A区,3,北,8.1,8/11,生命科学园站,981,2390,False
3384,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/755696139.html,天通苑中苑,3,北,8.3,2/7,天通苑南站,1117,2230,False
3385,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/755803809.html,天通苑中苑,3,北,8.3,4/7,天通苑南站,1117,2190,False
3386,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/755816031.html,豆各庄小区,7,北,11.4,4/5,朱辛庄站,1371,2030,False
3387,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/807267442.html,北店嘉园,6,北,10.1,6/6,育知路站,1095,2390,False
3388,昌平区天通苑北三区,"116.433144,40.076888",昌平区,www.ziroom.com/x/530626248.html,天通苑北三区,4,南,10.7,6/7,天通苑站,1712,2060,False
3389,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/772247055.html,紫金新干线,3,北,10.5,4/10,回龙观东大街站,1533,2390,False
3390,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/541200528.html,天通苑东三区,5,北,15.0,4/7,天通苑站,2075,2330,False
3391,昌平区佰嘉城,"116.311840,40.082650",昌平区,www.ziroom.com/x/778789511.html,佰嘉城,3,北,11.5,9/9,龙泽站,1552,2390,False
3392,昌平区华龙苑南里,"116.366448,40.072893",昌平区,www.ziroom.com/x/745037585.html,华龙苑南里,3,北,9.3,6/6,霍营站,785,2490,False
3393,昌平区朱辛庄南区,"116.309386,40.098537",昌平区,www.ziroom.com/x/765997539.html,朱辛庄南区,4,北,9.0,6/6,朱辛庄站,897,2230,False
3394,昌平区华龙苑南里,"116.366448,40.072893",昌平区,www.ziroom.com/x/754080798.html,华龙苑南里,3,北,9.3,1/6,霍营站,785,2290,False
3395,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/715574417.html,龙锦苑东五区,4,北,11.17,5/6,回龙观东大街站,1470,2460,False
3396,昌平区国仕汇,"116.314028,40.080141",昌平区,www.ziroom.com/x/572962532.html,国仕汇,3,北,11.08,10/15,龙泽站,1626,2490,False
3397,昌平区金隅万科城二期,"116.237001,40.212249",昌平区,www.ziroom.com/x/754223097.html,金隅万科城二期,3,北,11.3,1/26,昌平站,1590,1830,False
3398,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/778508502.html,天通苑东一区,5,北,13.5,6/7,天通苑南站,1844,2090,False
3399,昌平区清秀园南区,"116.243207,40.215240",昌平区,www.ziroom.com/x/725717901.html,清秀园南区,2,北,11.0,2/7,昌平站,1621,2030,True
3400,昌平区王府温馨公寓,"116.392632,40.109151",昌平区,www.ziroom.com/x/727981978.html,王府温馨公寓,3,南,17.2,5/6,,昌平北七家,2160,False
3401,昌平区王府温馨公寓,"116.392632,40.109151",昌平区,www.ziroom.com/x/725442324.html,王府温馨公寓,5,南,18.1,5/6,,昌平北七家,2060,False
3402,昌平区龙跃苑一区,"116.352412,40.077553",昌平区,www.ziroom.com/x/807483371.html,龙跃苑一区,3,北,9.6,2/6,霍营站,1170,2390,False
3403,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/714534189.html,龙锦苑东五区,3,北,10.69,2/6,回龙观东大街站,1470,2290,False
3404,昌平区天鑫家园,"116.375333,40.080599",昌平区,www.ziroom.com/x/795371661.html,天鑫家园,3,北,9.28,2/6,回龙观东大街站,1108,2090,False
3405,昌平区领秀慧谷D区,"116.300727,40.099613",昌平区,www.ziroom.com/x/758106104.html,领秀慧谷D区,4,南,9.9,1/11,生命科学园站,1558,2430,False
3406,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/743630212.html,北店嘉园,3,北,9.1,3/6,育知路站,1095,2430,False
3407,昌平区朱辛庄南区,"116.309386,40.098537",昌平区,www.ziroom.com/x/791060302.html,朱辛庄南区,3,北,8.5,6/6,朱辛庄站,897,2330,False
3408,昌平区恒大幸福家园,"116.299657,40.153276",昌平区,www.ziroom.com/x/717676601.html,恒大幸福家园,3,南,11.3,2/23,沙河高教园站,2100,1760,True
3409,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/807090993.html,北店嘉园,6,北,10.7,6/6,育知路站,1095,2330,False
3410,昌平区龙腾苑三区,"116.331484,40.076768",昌平区,www.ziroom.com/x/741390773.html,龙腾苑三区,3,北,8.6,2/6,回龙观站,982,2390,False
3411,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/685229542.html,天通苑东一区,3,北,13.0,22/32,天通苑南站,1844,2130,False
3412,昌平区流星花园二区,"116.336281,40.087580",昌平区,www.ziroom.com/x/723288633.html,流星花园二区,3,北,10.5,6/6,育知路站,1224,2190,False
3413,昌平区龙跃苑一区,"116.352412,40.077553",昌平区,www.ziroom.com/x/769086213.html,龙跃苑一区,3,北,9.5,3/6,霍营站,1170,2490,False
3414,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/638779312.html,天通苑东三区,3,北,14.0,6/7,天通苑站,2075,2260,False
3415,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/761781531.html,豆各庄小区,5,北,11.2,2/5,朱辛庄站,1371,1930,True
3416,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/729969023.html,龙锦苑东五区,4,北,11.0,5/6,回龙观东大街站,1470,2190,False
3417,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/715269546.html,霍家营,3,南,10.77,2/18,回龙观东大街站,1987,2230,False
3418,昌平区东关北里小区,"116.242352,40.227199",昌平区,www.ziroom.com/x/767266687.html,东关北里小区,4,北,11.8,6/6,昌平站,1496,1760,False
3419,昌平区名流花园,"116.430519,40.101980",昌平区,www.ziroom.com/x/714512655.html,名流花园,5,南,18.0,5/7,,昌平天通苑,2190,False
3420,昌平区名流花园,"116.430519,40.101980",昌平区,www.ziroom.com/x/713434306.html,名流花园,6,南,18.0,6/7,,昌平天通苑,2070,False
3421,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/757934123.html,紫金新干线,3,北,11.46,1/10,回龙观东大街站,1533,2490,False
3422,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/750701027.html,龙锦苑东五区,3,北,10.1,2/6,回龙观东大街站,1470,2290,True
3423,昌平区新悦家园,"116.229464,40.211380",昌平区,www.ziroom.com/x/742951697.html,新悦家园,3,西,10.7,24/28,昌平站,1564,1690,False
3424,昌平区龙兴园北区,"116.302526,40.077411",昌平区,www.ziroom.com/x/741498055.html,龙兴园北区,3,南,12.0,5/6,龙泽站,1982,2390,False
3425,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/761096808.html,龙锦苑东五区,4,北,10.9,5/6,回龙观东大街站,1470,2260,False
3426,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/729683067.html,龙锦苑东五区,4,北,10.9,5/6,回龙观东大街站,1470,2130,False
3427,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/714977382.html,霍家营,4,北,12.71,2/18,回龙观东大街站,1987,2090,False
3428,昌平区森林大第,"116.384660,40.060898",昌平区,www.ziroom.com/x/730224618.html,森林大第,4,北,18.6,3/6,霍营站,2851,2490,False
3429,昌平区天通西苑一区,"116.408824,40.065221",昌平区,www.ziroom.com/x/757681923.html,天通西苑一区,5,北,7.0,12/13,天通苑南站,481,2290,False
3430,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/715039365.html,霍家营,3,南,10.67,2/18,回龙观东大街站,1987,2360,False
3431,昌平区名流花园,"116.430519,40.101980",昌平区,www.ziroom.com/x/736978534.html,名流花园,5,南,16.73,5/6,,昌平天通苑,2330,True
3432,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/744955814.html,天通苑东一区,3,南,11.2,5/7,天通苑南站,1844,2290,False
3433,昌平区龙跃苑一区,"116.352412,40.077553",昌平区,www.ziroom.com/x/792770412.html,龙跃苑一区,5,北,9.4,5/6,霍营站,1170,2290,False
3434,昌平区水关新村,"116.243042,40.209933",昌平区,www.ziroom.com/x/777325490.html,水关新村,3,东,11.0,5/6,昌平站,1575,1890,False
3435,昌平区三合庄园,"116.320145,40.081497",昌平区,www.ziroom.com/x/807257362.html,三合庄园,3,北,10.3,3/5,育知路站,1296,2490,False
3436,昌平区天通苑本三区,"116.419059,40.070191",昌平区,www.ziroom.com/x/736451145.html,天通苑本三区,3,北,9.3,4/6,天通苑南站,1128,2490,False
3437,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/761551835.html,天通苑东一区,3,西,12.8,25/32,天通苑南站,1844,2230,False
3438,昌平区北店嘉园,"116.337055,40.083523",昌平区,www.ziroom.com/x/718170913.html,北店嘉园,6,北,10.5,6/6,育知路站,1095,2390,False
3439,昌平区华龙苑中里,"116.369551,40.078382",昌平区,www.ziroom.com/x/754235707.html,华龙苑中里,3,北,8.7,6/6,回龙观东大街站,750,2260,False
3440,昌平区新悦家园,"116.229464,40.211380",昌平区,www.ziroom.com/x/721525270.html,新悦家园,4,西,11.0,13/28,昌平站,1564,1690,False
3441,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/734892452.html,天通苑中苑,4,北,8.2,9/11,天通苑南站,1117,2130,False
3442,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/732052292.html,天通苑中苑,4,北,8.2,3/12,天通苑南站,1117,2330,False
3443,昌平区世涛天朗,"116.255381,40.208931",昌平区,www.ziroom.com/x/775887950.html,世涛天朗,3,北,12.3,6/6,昌平东关站,1795,1990,False
3444,昌平区天通苑东二区,"116.423399,40.072620",昌平区,www.ziroom.com/x/737443261.html,天通苑东二区,3,南,13.6,2/7,天通苑南站,2386,2360,False
3445,昌平区龙兴园北区,"116.302526,40.077411",昌平区,www.ziroom.com/x/751571408.html,龙兴园北区,3,南,11.8,2/6,龙泽站,1982,2390,False
3446,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/724974590.html,紫金新干线,3,北,10.43,7/10,回龙观东大街站,1533,2490,False
3447,昌平区领秀慧谷C区,"116.304194,40.100129",昌平区,www.ziroom.com/x/774207522.html,领秀慧谷C区,3,北,9.0,4/9,生命科学园站,1400,2260,False
3448,昌平区西湖新村,"116.416954,40.118876",昌平区,www.ziroom.com/x/717605500.html,西湖新村,4,南,16.1,6/7,,昌平天通苑,2130,False
3449,昌平区名佳花园四区,"116.426894,40.101840",昌平区,www.ziroom.com/x/661890769.html,名佳花园四区,3,南,16.5,3/6,,昌平天通苑,1790,False
3450,昌平区霍家营,"116.367053,40.080453",昌平区,www.ziroom.com/x/715281089.html,霍家营,3,北,12.1,4/18,回龙观东大街站,1987,2160,False
3451,昌平区豆各庄小区,"116.306214,40.116166",昌平区,www.ziroom.com/x/746777086.html,豆各庄小区,5,北,11.7,1/5,朱辛庄站,1371,1960,False
3452,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/755187762.html,龙锦苑东五区,4,北,10.7,4/6,回龙观东大街站,1470,2090,False
3453,昌平区天通苑东一区,"116.432572,40.065868",昌平区,www.ziroom.com/x/763586119.html,天通苑东一区,4,北,13.03,16/33,天通苑南站,1844,2360,False
3454,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/788212964.html,天通苑中苑,4,东,7.7,2/11,天通苑南站,1117,2130,False
3455,昌平区兴昌佳苑,"116.276538,40.202197",昌平区,www.ziroom.com/x/743015620.html,兴昌佳苑,3,北,10.0,3/18,南邵站,1518,1530,False
3456,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/633090430.html,龙锦苑东五区,3,北,10.21,2/6,回龙观东大街站,1470,2290,False
3457,昌平区天通苑东二区,"116.423399,40.072620",昌平区,www.ziroom.com/x/751465775.html,天通苑东二区,3,南,13.5,6/7,天通苑南站,2386,2330,False
3458,昌平区佰嘉城,"116.311840,40.082650",昌平区,www.ziroom.com/x/781054558.html,佰嘉城,3,北,10.1,4/6,龙泽站,1552,2390,False
3459,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/685296341.html,龙锦苑东五区,3,北,10.2,4/6,回龙观东大街站,1470,2290,False
3460,昌平区领秀慧谷C区,"116.304194,40.100129",昌平区,www.ziroom.com/x/778268136.html,领秀慧谷C区,4,南,8.5,11/11,生命科学园站,1400,2460,False
3461,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/762980063.html,龙锦苑东五区,4,北,10.6,4/5,回龙观东大街站,1470,2090,False
3462,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/541249483.html,天通苑东三区,5,北,14.4,4/7,天通苑站,2075,2290,False
3463,昌平区云趣园三区,"116.330329,40.080922",昌平区,www.ziroom.com/x/763285613.html,云趣园三区,3,北,10.4,6/6,育知路站,1386,2360,False
3464,昌平区紫金新干线,"116.377274,40.080185",昌平区,www.ziroom.com/x/807164738.html,紫金新干线,3,北,10.31,7/10,回龙观东大街站,1533,2430,False
3465,昌平区天通苑中苑,"116.427124,40.070880",昌平区,www.ziroom.com/x/712354502.html,天通苑中苑,3,北,8.05,5/7,天通苑南站,1117,2370,False
3466,昌平区桃园公寓,"116.417818,40.117519",昌平区,www.ziroom.com/x/748112776.html,桃园公寓,2,南,16.01,7/7,,昌平天通苑,2490,False
3467,昌平区东关南里小区,"116.247923,40.214678",昌平区,www.ziroom.com/x/734925238.html,东关南里小区,3,北,13.2,6/6,昌平东关站,1798,2070,False
3468,昌平区领秀慧谷D2区,"116.300397,40.100028",昌平区,www.ziroom.com/x/776174294.html,领秀慧谷D2区,3,北,9.2,13/13,生命科学园站,1497,2430,False
3469,昌平区水关新村,"116.243042,40.209933",昌平区,www.ziroom.com/x/749079866.html,水关新村,3,北,11.1,3/6,昌平站,1575,1690,False
3470,昌平区三合庄园,"116.320145,40.081497",昌平区,www.ziroom.com/x/765081859.html,三合庄园,3,北,10.4,4/4,育知路站,1296,2460,False
3471,昌平区天通苑东三区,"116.439411,40.072523",昌平区,www.ziroom.com/x/749469903.html,天通苑东三区,4,南,11.9,6/7,天通苑站,2075,2230,False
3472,昌平区名佳花园三区,"116.418632,40.106372",昌平区,www.ziroom.com/x/748008695.html,名佳花园三区,4,南,17.05,6/6,,昌平天通苑,2130,False
3473,昌平区流星花园二区,"116.336281,40.087580",昌平区,www.ziroom.com/x/737180197.html,流星花园二区,4,北,10.4,6/6,育知路站,1224,2290,False
3474,昌平区龙锦苑东五区,"116.374241,40.086341",昌平区,www.ziroom.com/x/750163744.html,龙锦苑东五区,3,北,10.1,5/6,回龙观东大街站,1470,2190,False
